n, alg1_cmp, alg1_swaps, alg1_time, alg2_cmp, alg2_swaps, alg2_time
1851,       858531,       856692,       477,       17782,       9057,       134
1852,       859843,       858003,       478,       17746,       8980,       140
1853,       860989,       859148,       479,       17779,       9023,       135
1854,       862407,       860565,       479,       17815,       9062,       139
1855,       863930,       862087,       480,       17832,       9055,       136
1856,       865240,       863396,       537,       17823,       9032,       149
1857,       865641,       863796,       518,       17831,       9039,       141
1858,       866160,       864314,       501,       17842,       9046,       141
1859,       866662,       864815,       515,       17849,       9057,       142
1860,       868032,       866184,       503,       17875,       9046,       150
1861,       869170,       867321,       510,       17896,       9073,       143
1862,       869901,       868051,       505,       17879,       9004,       143
1863,       870284,       868433,       484,       17880,       9035,       138
1864,       871880,       870028,       485,       17880,       9037,       143
1865,       873290,       871437,       485,       17892,       9046,       135
1866,       873408,       871554,       490,       17918,       9040,       146
1867,       875209,       873354,       546,       17909,       9027,       148
1868,       877075,       875219,       511,       17929,       9108,       148
1869,       877149,       875292,       506,       17957,       9115,       145
1870,       877398,       875540,       506,       17965,       9146,       144
1871,       878106,       876247,       506,       17999,       9165,       145
1872,       878236,       876376,       541,       18012,       9171,       149
1873,       879925,       878064,       508,       18023,       9175,       147
1874,       881409,       879547,       508,       18043,       9133,       153
1875,       881834,       879971,       508,       18034,       9125,       145
1876,       881894,       880030,       546,       18057,       9175,       151
1877,       881944,       880079,       542,       18067,       9173,       144
1878,       883571,       881705,       509,       18089,       9218,       147
1879,       883583,       881716,       509,       18124,       9206,       145
1880,       884356,       882488,       520,       18067,       9160,       154
1881,       884719,       882850,       510,       18078,       9164,       151
1882,       885169,       883299,       510,       18133,       9190,       148
1883,       886162,       884291,       511,       18141,       9188,       143
1884,       887249,       885377,       511,       18129,       9208,       149
1885,       887317,       885444,       552,       18143,       9213,       147
1886,       887396,       885522,       511,       18161,       9258,       163
1887,       888947,       887072,       513,       18189,       9243,       156
1888,       889534,       887658,       514,       18139,       9154,       159
1889,       889920,       888043,       513,       18151,       9155,       149
1890,       890842,       888964,       555,       18195,       9212,       149
1891,       891527,       889648,       503,       18194,       9201,       149
1892,       891725,       889845,       493,       18179,       9210,       151
1893,       893260,       891379,       516,       18183,       9193,       158
1894,       894998,       893116,       516,       18246,       9253,       158
1895,       896418,       894535,       517,       18280,       9240,       142
1896,       897454,       895570,       496,       18263,       9233,       153
1897,       897490,       895605,       496,       18284,       9254,       145
1898,       898686,       896800,       496,       18301,       9292,       151
1899,       899150,       897263,       497,       18323,       9282,       145
1900,       899189,       897301,       496,       18311,       9244,       151
1901,       899243,       897354,       497,       18308,       9232,       145
1902,       900985,       899095,       526,       18288,       9231,       144
1903,       902819,       900928,       499,       18317,       9284,       152
1904,       903853,       901961,       499,       18318,       9255,       150
1905,       904116,       902223,       499,       18341,       9267,       147
1906,       905987,       904093,       500,       18352,       9283,       145
1907,       907357,       905462,       543,       18393,       9303,       149
1908,       908961,       907065,       506,       18383,       9323,       153
1909,       909825,       907928,       539,       18397,       9316,       148
1910,       911622,       909724,       506,       18402,       9292,       149
1911,       913080,       911181,       507,       18422,       9297,       142
1912,       913756,       911856,       508,       18457,       9320,       148
1913,       915177,       913276,       508,       18460,       9332,       146
1914,       915722,       913820,       548,       18463,       9345,       147
1915,       917156,       915253,       509,       18473,       9364,       151
1916,       917716,       915812,       510,       18485,       9398,       154
1917,       919319,       917414,       511,       18465,       9389,       140
1918,       921108,       919202,       512,       18487,       9367,       146
1919,       922312,       920405,       512,       18503,       9371,       145
1920,       922509,       920601,       512,       18546,       9387,       160
1921,       923762,       921853,       554,       18559,       9397,       144
1922,       923903,       921993,       513,       18571,       9405,       153
1923,       924875,       922964,       514,       18586,       9418,       150
1924,       926123,       924211,       531,       18584,       9437,       150
1925,       927909,       925996,       534,       18594,       9452,       147
1926,       927960,       926046,       534,       18624,       9495,       158
1927,       929690,       927775,       529,       18614,       9450,       147
1928,       930788,       928872,       536,       18613,       9396,       161
1929,       931152,       929235,       537,       18613,       9402,       143
1930,       932960,       931042,       540,       18624,       9447,       143
1931,       934188,       932269,       520,       18644,       9450,       139
1932,       934898,       932978,       552,       18709,       9461,       158
1933,       935864,       933943,       519,       18714,       9488,       155
1934,       936230,       934308,       521,       18711,       9517,       143
1935,       937807,       935884,       530,       18700,       9504,       151
1936,       939698,       937774,       541,       18693,       9409,       150
1937,       940248,       938323,       536,       18703,       9419,       141
1938,       941364,       939438,       522,       18703,       9443,       143
1939,       942342,       940415,       520,       18732,       9489,       141
1940,       942662,       940734,       520,       18727,       9453,       143
1941,       942966,       941037,       520,       18745,       9477,       141
1942,       943250,       941320,       525,       18732,       9478,       143
1943,       944629,       942698,       524,       18769,       9480,       143
1944,       944892,       942960,       525,       18787,       9442,       149
1945,       945732,       943799,       551,       18783,       9433,       143
1946,       946521,       944587,       525,       18796,       9487,       145
1947,       946753,       944818,       526,       18797,       9472,       146
1948,       948355,       946419,       526,       18850,       9483,       148
1949,       949994,       948057,       527,       18836,       9481,       143
1950,       951894,       949956,       547,       18840,       9524,       145
1951,       952834,       950895,       543,       18863,       9522,       149
1952,       954260,       952320,       551,       18884,       9529,       152
1953,       955302,       953361,       548,       18894,       9532,       143
1954,       955474,       953532,       534,       18871,       9525,       146
1955,       956026,       954083,       534,       18880,       9553,       158
1956,       957782,       955838,       552,       18899,       9540,       156
1957,       958651,       956706,       552,       18904,       9544,       149
1958,       960130,       958184,       593,       18907,       9550,       152
1959,       960140,       958193,       553,       18963,       9560,       154
1960,       961860,       959912,       554,       18947,       9594,       154
1961,       963359,       961410,       554,       18955,       9596,       148
1962,       964604,       962654,       571,       18976,       9618,       145
1963,       964909,       962958,       532,       18968,       9563,       140
1964,       966578,       964626,       533,       19017,       9616,       150
1965,       967189,       965236,       533,       19002,       9588,       143
1966,       969053,       967099,       536,       19039,       9598,       147
1967,       969662,       967707,       538,       19015,       9570,       146
1968,       970328,       968372,       562,       19073,       9632,       149
1969,       970829,       968872,       539,       19085,       9636,       143
1970,       971193,       969235,       539,       19113,       9631,       147
1971,       972327,       970368,       540,       19129,       9621,       147
1972,       972738,       970778,       540,       19087,       9647,       177
1973,       974184,       972223,       555,       19114,       9687,       156
1974,       974523,       972561,       581,       19142,       9666,       153
1975,       975374,       973411,       549,       19137,       9639,       147
1976,       976621,       974657,       546,       19126,       9617,       154
1977,       976852,       974887,       542,       19143,       9635,       145
1978,       978829,       976863,       543,       19178,       9696,       155
1979,       979718,       977751,       544,       19192,       9661,       149
1980,       981547,       979579,       584,       19176,       9715,       150
1981,       982318,       980349,       545,       19208,       9709,       147
1982,       983128,       981158,       586,       19249,       9736,       153
1983,       984054,       982083,       546,       19226,       9677,       153
1984,       985006,       983034,       547,       19217,       9670,       157
1985,       985392,       983419,       547,       19224,       9668,       154
1986,       985915,       983941,       548,       19241,       9708,       149
1987,       987643,       985668,       548,       19263,       9711,       147
1988,       989099,       987123,       549,       19285,       9722,       150
1989,       989280,       987303,       549,       19298,       9733,       156
1990,       990168,       988190,       549,       19268,       9710,       171
1991,       991943,       989964,       550,       19316,       9713,       153
1992,       992089,       990109,       550,       19287,       9677,       164
1993,       992401,       990420,       551,       19303,       9684,       151
1994,       994147,       992165,       552,       19309,       9726,       159
1995,       995218,       993235,       568,       19310,       9697,       175
1996,       996987,       995003,       574,       19359,       9682,       173
1997,       998775,       996790,       567,       19356,       9687,       165
1998,       999398,       997412,       559,       19354,       9731,       155
1999,       1000438,       998451,       556,       19365,       9745,       156
2000,       1002221,       1000233,       556,       19447,       9793,       159
2001,       1004076,       1002087,       557,       19455,       9791,       155
2002,       1005075,       1003085,       557,       19423,       9745,       158
2003,       1006791,       1004800,       588,       19448,       9760,       158
2004,       1008605,       1006613,       558,       19462,       9800,       156
2005,       1010285,       1008292,       557,       19474,       9801,       150
2006,       1011307,       1009313,       561,       19467,       9804,       159
2007,       1013269,       1011274,       562,       19483,       9793,       2863
2008,       1013722,       1011726,       738,       19526,       9806,       124
2009,       1014388,       1012391,       591,       19535,       9800,       115
2010,       1014519,       1012521,       586,       19520,       9831,       115
2011,       1015049,       1013050,       575,       19523,       9814,       108
2012,       1016038,       1014038,       560,       19551,       9839,       114
2013,       1017645,       1015644,       571,       19555,       9851,       115
2014,       1018348,       1016346,       582,       19522,       9845,       115
2015,       1019849,       1017846,       583,       19529,       9809,       115
2016,       1021743,       1019739,       588,       19599,       9818,       119
2017,       1021931,       1019926,       572,       19600,       9812,       109
2018,       1022599,       1020593,       564,       19628,       9848,       109
2019,       1023133,       1021126,       564,       19639,       9870,       111
2020,       1025078,       1023070,       608,       19633,       9854,       116
2021,       1025288,       1023279,       590,       19638,       9853,       111
2022,       1026833,       1024823,       591,       19684,       9893,       114
2023,       1027141,       1025130,       573,       19660,       9913,       109
2024,       1029121,       1027109,       571,       19670,       9882,       113
2025,       1030294,       1028281,       571,       19670,       9872,       110
2026,       1030914,       1028900,       572,       19702,       9840,       111
2027,       1032177,       1030162,       608,       19727,       9892,       108
2028,       1032366,       1030350,       573,       19696,       9878,       112
2029,       1032629,       1030612,       573,       19710,       9885,       110
2030,       1033742,       1031724,       573,       19744,       9889,       119
2031,       1035182,       1033163,       574,       19736,       9898,       111
2032,       1036589,       1034569,       575,       19747,       9873,       115
2033,       1037274,       1035253,       637,       19745,       9863,       113
2034,       1037684,       1035662,       601,       19791,       9878,       114
2035,       1038455,       1036432,       629,       19802,       9874,       116
2036,       1040477,       1038453,       586,       19804,       9921,       116
2037,       1042383,       1040358,       731,       19804,       9904,       113
2038,       1044290,       1042264,       596,       19836,       9912,       111
2039,       1044403,       1042376,       579,       19830,       9909,       110
2040,       1045371,       1043343,       580,       19861,       9985,       115
2041,       1045903,       1043874,       593,       19866,       9965,       109
2042,       1047020,       1044990,       580,       19878,       9958,       114
2043,       1048573,       1046542,       581,       19890,       9966,       110
2044,       1049781,       1047749,       582,       19890,       9972,       114
2045,       1049823,       1047790,       582,       19887,       9947,       111
2046,       1050815,       1048781,       603,       19908,       9943,       112
2047,       1051943,       1049908,       583,       19927,       9925,       111
2048,       1053710,       1051674,       584,       19937,       10020,       116
2049,       1054995,       1052958,       585,       19949,       10031,       112
2050,       1056366,       1054328,       586,       19946,       10009,       114
2051,       1058020,       1055981,       587,       19974,       10017,       116
2052,       1058126,       1056086,       586,       19981,       10000,       123
2053,       1058540,       1056499,       631,       19994,       10032,       112
2054,       1059890,       1057848,       588,       20011,       10007,       116
2055,       1061462,       1059419,       670,       20019,       10025,       115
2056,       1063517,       1061473,       590,       20009,       10000,       117
2057,       1064321,       1062276,       604,       20022,       10020,       113
2058,       1064610,       1062564,       615,       20014,       10021,       119
2059,       1066488,       1064441,       662,       20038,       10032,       117
2060,       1066795,       1064747,       619,       20073,       10092,       122
2061,       1067730,       1065681,       618,       20093,       10117,       117
2062,       1068063,       1066013,       605,       20112,       10100,       114
2063,       1069625,       1067574,       593,       20127,       10095,       113
2064,       1070017,       1067965,       593,       20114,       10093,       117
2065,       1070505,       1068452,       602,       20130,       10114,       119
2066,       1071351,       1069297,       616,       20135,       10106,       121
2067,       1073342,       1071287,       617,       20122,       10069,       117
2068,       1074319,       1072263,       618,       20138,       10130,       121
2069,       1075919,       1073862,       620,       20158,       10139,       117
2070,       1077718,       1075660,       615,       20158,       10148,       115
2071,       1078322,       1076263,       599,       20194,       10156,       114
2072,       1079805,       1077745,       640,       20217,       10173,       120
2073,       1080375,       1078314,       599,       20222,       10181,       114
2074,       1082197,       1080135,       644,       20223,       10191,       115
2075,       1084096,       1082033,       601,       20233,       10193,       114
2076,       1084958,       1082894,       601,       20239,       10186,       117
2077,       1086098,       1084033,       602,       20241,       10153,       118
2078,       1086758,       1084692,       602,       20288,       10166,       134
2079,       1087743,       1085676,       619,       20284,       10179,       124
2080,       1087916,       1085848,       629,       20313,       10205,       126
2081,       1089119,       1087050,       622,       20327,       10215,       116
2082,       1090819,       1088749,       605,       20305,       10197,       117
2083,       1091432,       1089361,       628,       20323,       10229,       114
2084,       1092143,       1090071,       605,       20361,       10306,       118
2085,       1093744,       1091671,       606,       20368,       10288,       114
2086,       1094784,       1092710,       607,       20380,       10318,       117
2087,       1095738,       1093663,       607,       20378,       10297,       115
2088,       1097140,       1095064,       608,       20402,       10324,       123
2089,       1097422,       1095345,       608,       20410,       10318,       115
2090,       1098374,       1096296,       645,       20410,       10286,       117
2091,       1099692,       1097613,       610,       20444,       10336,       116
2092,       1099885,       1097805,       654,       20427,       10308,       120
2093,       1101552,       1099471,       610,       20428,       10304,       117
2094,       1102961,       1100879,       620,       20446,       10286,       124
2095,       1104092,       1102009,       641,       20476,       10328,       123
2096,       1105256,       1103172,       631,       20474,       10348,       121
2097,       1106692,       1104607,       613,       20489,       10346,       116
2098,       1107807,       1105721,       614,       20483,       10305,       118
2099,       1109016,       1106929,       614,       20497,       10340,       118
2100,       1110665,       1108577,       643,       20534,       10378,       132
2101,       1111152,       1109063,       643,       20542,       10402,       120
2102,       1111418,       1109328,       765,       20533,       10401,       123
2103,       1112991,       1110900,       617,       20562,       10436,       117
2104,       1113621,       1111529,       617,       20572,       10344,       120
2105,       1114111,       1112018,       643,       20588,       10365,       117
2106,       1115057,       1112963,       634,       20600,       10413,       118
2107,       1115395,       1113300,       618,       20611,       10429,       117
2108,       1116187,       1114091,       657,       20610,       10395,       121
2109,       1117836,       1115739,       620,       20612,       10398,       118
2110,       1119262,       1117164,       620,       20624,       10385,       122
2111,       1119653,       1117554,       648,       20616,       10363,       118
2112,       1119792,       1117692,       620,       20658,       10412,       123
2113,       1121572,       1119471,       652,       20668,       10424,       117
2114,       1122007,       1119905,       622,       20702,       10516,       118
2115,       1123035,       1120932,       622,       20716,       10528,       123
2116,       1123446,       1121342,       671,       20715,       10547,       120
2117,       1124622,       1122517,       623,       20738,       10531,       117
2118,       1126016,       1123910,       624,       20720,       10472,       118
2119,       1127851,       1125744,       625,       20741,       10461,       119
2120,       1129087,       1126979,       662,       20743,       10511,       126
2121,       1130354,       1128245,       653,       20755,       10517,       131
2122,       1130608,       1128498,       654,       20770,       10507,       128
2123,       1131018,       1128907,       628,       20801,       10530,       119
2124,       1133085,       1130973,       628,       20801,       10532,       123
2125,       1133563,       1131450,       628,       20824,       10553,       117
2126,       1135105,       1132991,       629,       20801,       10514,       121
2127,       1137046,       1134931,       630,       20852,       10544,       119
2128,       1138087,       1135971,       630,       20870,       10553,       124
2129,       1138411,       1136294,       632,       20880,       10548,       117
2130,       1139371,       1137253,       632,       20915,       10610,       120
2131,       1139651,       1137532,       632,       20922,       10611,       119
2132,       1141277,       1139157,       632,       20917,       10605,       121
2133,       1143402,       1141281,       675,       20912,       10612,       119
2134,       1144047,       1141925,       634,       20954,       10606,       120
2135,       1144304,       1142181,       634,       20949,       10598,       120
2136,       1144502,       1142378,       634,       20957,       10606,       125
2137,       1145795,       1143670,       643,       20971,       10636,       119
2138,       1145938,       1143812,       635,       20969,       10616,       122
2139,       1147008,       1144881,       671,       20992,       10628,       121
2140,       1147148,       1145020,       657,       21006,       10619,       125
2141,       1148005,       1145876,       650,       21010,       10636,       124
2142,       1149373,       1147243,       664,       21031,       10706,       128
2143,       1150568,       1148437,       665,       21008,       10649,       126
2144,       1151966,       1149834,       638,       21028,       10662,       128
2145,       1153607,       1151474,       667,       21038,       10669,       120
2146,       1155414,       1153280,       641,       21037,       10622,       123
2147,       1157449,       1155314,       659,       21046,       10640,       125
2148,       1158949,       1156813,       666,       21077,       10645,       127
2149,       1160203,       1158066,       656,       21081,       10663,       128
2150,       1160894,       1158756,       670,       21067,       10596,       126
2151,       1162260,       1160121,       669,       21076,       10654,       125
2152,       1163523,       1161383,       697,       21107,       10679,       125
2153,       1164076,       1161935,       645,       21113,       10693,       120
2154,       1165762,       1163620,       645,       21151,       10737,       123
2155,       1166656,       1164513,       646,       21151,       10749,       122
2156,       1168394,       1166250,       647,       21191,       10819,       125
2157,       1169952,       1167807,       653,       21188,       10823,       121
2158,       1169957,       1167811,       648,       21201,       10744,       124
2159,       1170320,       1168173,       648,       21209,       10733,       122
2160,       1171012,       1168864,       649,       21219,       10745,       127
2161,       1171727,       1169578,       662,       21241,       10770,       121
2162,       1173082,       1170932,       675,       21228,       10761,       128
2163,       1173332,       1171181,       714,       21228,       10753,       126
2164,       1175214,       1173062,       685,       21245,       10708,       124
2165,       1176864,       1174711,       651,       21270,       10729,       122
2166,       1177322,       1175168,       652,       21262,       10745,       124
2167,       1178112,       1175957,       677,       21268,       10786,       128
2168,       1178500,       1176344,       677,       21312,       10800,       132
2169,       1179826,       1177669,       658,       21321,       10819,       122
2170,       1181975,       1179817,       654,       21343,       10852,       125
2171,       1183173,       1181014,       655,       21350,       10901,       123
2172,       1183724,       1181564,       655,       21331,       10793,       126
2173,       1184555,       1182394,       656,       21333,       10782,       123
2174,       1185287,       1183125,       656,       21353,       10835,       124
2175,       1185555,       1183392,       656,       21388,       10856,       122
2176,       1187389,       1185225,       657,       21388,       10833,       137
2177,       1188806,       1186641,       658,       21398,       10838,       122
2178,       1189253,       1187087,       658,       21372,       10820,       124
2179,       1189772,       1187605,       658,       21415,       10869,       123
2180,       1191851,       1189683,       694,       21451,       10900,       126
2181,       1193115,       1190946,       665,       21447,       10889,       122
2182,       1193545,       1191375,       682,       21450,       10862,       129
2183,       1194773,       1192602,       690,       21436,       10850,       128
2184,       1195361,       1193189,       673,       21500,       10875,       127
2185,       1195973,       1193800,       662,       21525,       10896,       122
2186,       1196206,       1194032,       662,       21525,       10912,       124
2187,       1196966,       1194791,       704,       21536,       10938,       124
2188,       1198412,       1196236,       670,       21516,       10904,       126
2189,       1198599,       1196422,       664,       21556,       10922,       123
2190,       1199770,       1197592,       664,       21552,       10965,       126
2191,       1200176,       1197997,       664,       21567,       10950,       125
2192,       1201188,       1199008,       665,       21567,       10987,       130
2193,       1202493,       1200312,       666,       21583,       10988,       124
2194,       1204253,       1202071,       666,       21597,       10958,       125
2195,       1204443,       1202260,       667,       21629,       10977,       124
2196,       1204847,       1202663,       671,       21621,       10953,       127
2197,       1205318,       1203133,       667,       21644,       10984,       124
2198,       1206307,       1204121,       693,       21607,       10971,       128
2199,       1206461,       1204274,       668,       21629,       10949,       126
2200,       1207868,       1205680,       668,       21661,       10987,       129
2201,       1209220,       1207031,       734,       21674,       10979,       132
2202,       1209602,       1207412,       699,       21701,       11000,       131
2203,       1211249,       1209058,       708,       21708,       11009,       132
2204,       1212691,       1210499,       701,       21761,       11028,       136
2205,       1214491,       1212298,       739,       21761,       11009,       131
2206,       1216264,       1214070,       706,       21735,       11053,       132
2207,       1217314,       1215119,       699,       21753,       11053,       130
2208,       1218858,       1216662,       737,       21773,       11130,       138
2209,       1220171,       1217974,       731,       21790,       11138,       130
2210,       1222034,       1219836,       702,       21835,       11167,       132
2211,       1222986,       1220787,       702,       21848,       11161,       133
2212,       1223406,       1221206,       702,       21838,       11138,       133
2213,       1223630,       1221429,       695,       21855,       11129,       125
2214,       1224193,       1221991,       678,       21848,       11211,       127
2215,       1225748,       1223545,       683,       21851,       11161,       126
2216,       1227949,       1225745,       710,       21877,       11143,       129
2217,       1228811,       1226606,       693,       21875,       11133,       124
2218,       1229290,       1227084,       680,       21907,       11195,       127
2219,       1230162,       1227955,       681,       21925,       11212,       129
2220,       1232370,       1230162,       698,       21903,       11166,       135
2221,       1234197,       1231988,       708,       21931,       11181,       135
2222,       1235436,       1233226,       713,       21928,       11166,       133
2223,       1236033,       1233822,       714,       21938,       11203,       134
2224,       1236767,       1234555,       714,       21967,       11217,       139
2225,       1237635,       1235422,       714,       21974,       11227,       134
2226,       1239078,       1236864,       711,       21978,       11226,       133
2227,       1239862,       1237647,       712,       21968,       11212,       130
2228,       1240865,       1238649,       712,       21969,       11186,       134
2229,       1241012,       1238795,       692,       21989,       11208,       128
2230,       1241994,       1239776,       687,       22010,       11197,       131
2231,       1244121,       1241902,       688,       21997,       11238,       129
2232,       1245390,       1243170,       689,       22017,       11192,       133
2233,       1246310,       1244089,       690,       22032,       11207,       131
2234,       1246370,       1244148,       690,       22070,       11226,       129
2235,       1248033,       1245810,       690,       22093,       11227,       128
2236,       1249818,       1247594,       691,       22101,       11246,       132
2237,       1250850,       1248625,       692,       22114,       11262,       128
2238,       1251320,       1249094,       692,       22067,       11210,       130
2239,       1252738,       1250511,       693,       22116,       11234,       128
2240,       1254366,       1252138,       694,       22133,       11211,       136
2241,       1254871,       1252642,       736,       22143,       11215,       133
2242,       1256706,       1254476,       747,       22179,       11251,       129
2243,       1258770,       1256539,       699,       22166,       11239,       144
2244,       1260651,       1258419,       697,       22191,       11267,       129
2245,       1262466,       1260233,       699,       22191,       11282,       127
2246,       1263736,       1261502,       699,       22180,       11271,       129
2247,       1265733,       1263498,       700,       22205,       11299,       129
2248,       1265987,       1263751,       700,       22203,       11302,       132
2249,       1266692,       1264455,       701,       22219,       11301,       129
2250,       1267439,       1265201,       702,       22259,       11302,       140
2251,       1268876,       1266637,       702,       22262,       11294,       132
2252,       1269850,       1267610,       739,       22263,       11304,       137
2253,       1271125,       1268884,       747,       22270,       11289,       133
2254,       1272351,       1270109,       745,       22297,       11284,       157
2255,       1273262,       1271019,       756,       22303,       11292,       169
2256,       1274705,       1272461,       706,       22286,       11296,       181
2257,       1275588,       1273343,       706,       22298,       11298,       180
2258,       1277649,       1275403,       707,       22329,       11367,       191
2259,       1279136,       1276889,       727,       22317,       11354,       194
2260,       1280000,       1277752,       734,       22371,       11406,       177
2261,       1281841,       1279592,       754,       22385,       11416,       128
2262,       1282147,       1279897,       709,       22395,       11421,       130
2263,       1283432,       1281181,       710,       22398,       11418,       129
2264,       1283544,       1281292,       710,       22370,       11392,       133
2265,       1285564,       1283311,       711,       22371,       11379,       128
2266,       1287332,       1285078,       712,       22398,       11383,       130
2267,       1289487,       1287232,       713,       22401,       11363,       129
2268,       1289807,       1287551,       713,       22468,       11449,       131
2269,       1289859,       1287602,       713,       22467,       11451,       129
2270,       1291958,       1289700,       714,       22421,       11369,       143
2271,       1292118,       1289859,       750,       22463,       11442,       137
2272,       1294008,       1291748,       747,       22514,       11442,       140
2273,       1294664,       1292403,       756,       22524,       11446,       135
2274,       1296849,       1294587,       749,       22547,       11494,       136
2275,       1298361,       1296098,       762,       22544,       11499,       130
2276,       1298478,       1296214,       718,       22534,       11484,       132
2277,       1300285,       1298020,       724,       22551,       11479,       128
2278,       1301779,       1299513,       720,       22596,       11512,       131
2279,       1303439,       1301172,       720,       22595,       11487,       129
2280,       1304081,       1301813,       721,       22594,       11506,       133
2281,       1306023,       1303754,       723,       22596,       11507,       132
2282,       1307327,       1305057,       723,       22622,       11522,       131
2283,       1307328,       1305057,       723,       22618,       11520,       131
2284,       1308236,       1305964,       723,       22631,       11541,       135
2285,       1308405,       1306132,       723,       22651,       11568,       130
2286,       1309969,       1307695,       724,       22643,       11477,       135
2287,       1311535,       1309260,       757,       22663,       11527,       137
2288,       1312782,       1310506,       757,       22693,       11495,       134
2289,       1314563,       1312286,       751,       22708,       11504,       136
2290,       1315259,       1312981,       759,       22705,       11534,       137
2291,       1315455,       1313176,       738,       22709,       11531,       131
2292,       1316495,       1314215,       728,       22697,       11577,       133
2293,       1318121,       1315840,       729,       22714,       11611,       129
2294,       1319434,       1317152,       780,       22740,       11571,       132
2295,       1319985,       1317702,       730,       22755,       11613,       131
2296,       1321396,       1319112,       776,       22782,       11633,       134
2297,       1322957,       1320672,       731,       22784,       11642,       130
2298,       1324483,       1322197,       767,       22819,       11643,       132
2299,       1324678,       1322391,       732,       22811,       11640,       129
2300,       1325874,       1323586,       734,       22870,       11680,       133
2301,       1325904,       1323615,       733,       22860,       11630,       133
2302,       1327619,       1325329,       736,       22843,       11616,       135
2303,       1328052,       1325761,       738,       22835,       11573,       132
2304,       1329827,       1327535,       739,       22841,       11605,       135
2305,       1330249,       1327956,       735,       22851,       11614,       130
2306,       1330809,       1328515,       737,       22865,       11597,       146
2307,       1331061,       1328766,       754,       22879,       11623,       136
2308,       1332417,       1330121,       784,       22902,       11669,       139
2309,       1333465,       1331168,       776,       22899,       11660,       137
2310,       1335474,       1333176,       773,       22917,       11664,       138
2311,       1337450,       1335151,       772,       22943,       11660,       141
2312,       1337767,       1335467,       778,       22975,       11670,       142
2313,       1339243,       1336942,       773,       22981,       11662,       137
2314,       1340969,       1338667,       772,       22976,       11659,       134
2315,       1342348,       1340045,       742,       22985,       11721,       131
2316,       1343396,       1341092,       742,       23005,       11691,       136
2317,       1345200,       1342895,       744,       23013,       11693,       132
2318,       1346127,       1343821,       744,       23001,       11727,       135
2319,       1347250,       1344943,       745,       23031,       11723,       133
2320,       1347790,       1345482,       745,       23061,       11729,       136
2321,       1349864,       1347555,       746,       23079,       11749,       134
2322,       1350808,       1348498,       747,       23059,       11721,       134
2323,       1352567,       1350256,       748,       23079,       11715,       132
2324,       1352607,       1350295,       772,       23101,       11684,       141
2325,       1353785,       1351472,       781,       23124,       11742,       137
2326,       1354921,       1352607,       760,       23129,       11767,       135
2327,       1356260,       1353945,       750,       23142,       11768,       134
2328,       1358338,       1356022,       751,       23171,       11839,       137
2329,       1359031,       1356714,       751,       23177,       11853,       133
2330,       1361094,       1358776,       752,       23154,       11792,       135
2331,       1362060,       1359741,       754,       23178,       11809,       136
2332,       1363211,       1360891,       753,       23186,       11771,       138
2333,       1365185,       1362864,       754,       23198,       11773,       133
2334,       1365927,       1363605,       755,       23216,       11866,       136
2335,       1368071,       1365748,       756,       23245,       11862,       135
2336,       1368423,       1366099,       756,       23240,       11873,       140
2337,       1368875,       1366550,       757,       23248,       11878,       134
2338,       1369196,       1366870,       763,       23268,       11856,       135
2339,       1370299,       1367972,       757,       23278,       11893,       133
2340,       1372190,       1369862,       810,       23328,       11885,       138
2341,       1372988,       1370659,       809,       23324,       11873,       145
2342,       1374179,       1371849,       820,       23323,       11891,       141
2343,       1376322,       1373991,       795,       23313,       11875,       140
2344,       1378216,       1375884,       842,       23372,       11910,       145
2345,       1379368,       1377035,       850,       23382,       11936,       140
2346,       1380986,       1378652,       792,       23370,       11877,       142
2347,       1381737,       1379402,       792,       23370,       11923,       138
2348,       1383349,       1381013,       794,       23363,       11900,       143
2349,       1385551,       1383214,       794,       23387,       11955,       141
2350,       1386658,       1384320,       795,       23401,       11902,       145
2351,       1388105,       1385766,       796,       23416,       11954,       142
2352,       1388891,       1386551,       775,       23437,       11902,       140
2353,       1388902,       1386561,       768,       23453,       11896,       134
2354,       1390563,       1388221,       768,       23450,       11993,       137
2355,       1390623,       1388280,       768,       23474,       11992,       134
2356,       1392836,       1390492,       771,       23468,       12028,       139
2357,       1393225,       1390880,       770,       23466,       11978,       135
2358,       1394844,       1392498,       775,       23460,       11995,       138
2359,       1395995,       1393648,       796,       23502,       12049,       142
2360,       1396289,       1393941,       817,       23538,       12010,       145
2361,       1398008,       1395659,       774,       23544,       12030,       138
2362,       1398026,       1395676,       780,       23543,       11993,       137
2363,       1400112,       1397761,       778,       23559,       11994,       136
2364,       1401514,       1399162,       774,       23545,       12008,       139
2365,       1401834,       1399481,       775,       23566,       12054,       136
2366,       1401950,       1399596,       775,       23554,       12054,       139
2367,       1402651,       1400296,       775,       23579,       12073,       138
2368,       1403318,       1400962,       775,       23624,       12041,       141
2369,       1404940,       1402583,       776,       23637,       12052,       136
2370,       1404965,       1402607,       776,       23638,       12051,       139
2371,       1405025,       1402666,       925,       23644,       12071,       135
2372,       1405212,       1402852,       776,       23639,       12063,       139
2373,       1406208,       1403847,       815,       23663,       12092,       136
2374,       1408505,       1406143,       799,       23672,       12061,       138
2375,       1409298,       1406935,       863,       23668,       12071,       163
2376,       1409618,       1407254,       914,       23716,       12112,       155
2377,       1411306,       1408941,       815,       23729,       12108,       143
